route_id,stop_sequence,stop_name,community,node_id,stop_lat,stop_lon,location_type,location_precision
ferry:20,1,Chemainus,Chemainus (Vancouver Island),chemainus,48.916458,-123.717969,town,community centroid
ferry:20,2,Preedy Harbour,Thetis Island,preedy-harbour,48.981,-123.6782,dock,stop
ferry:20,3,Penelakut Island,Penelakut Island,penelakut-island,48.9717,-123.6602,town,stop
ferry:21,1,Buckley Bay,Buckley Bay (Vancouver Island),buckley-bay,49.532288,-124.857145,town,community centroid
ferry:21,2,Denman Island West,Denman Island,denman-island-west,49.5348,-124.8231,dock,stop
ferry:22,1,Gravelly Bay,Denman Island,gravelly-bay,49.4939,-124.7088,dock,stop
ferry:22,2,Shingle Spit,Hornby Island,shingle-spit,49.5121,-124.7047,dock,stop
ferry:23,1,Campbell River,Campbell River (Vancouver Island),campbell-river,50.023056,-125.243611,town,community centroid
ferry:23,2,Quathiaski Cove,Quadra Island,quathiaski-cove,50.0422,-125.2159,dock,stop
ferry:24,1,Heriot Bay,Quadra Island,heriot-bay,50.1032,-125.2093,dock,stop
ferry:24,2,Whaletown,Cortes Island,whaletown,50.1107,-125.0544,dock,stop
ferry:25,1,Port McNeill,Port McNeill (Vancouver Island),port-mcneill,50.589444,-127.083611,town,community centroid
ferry:25,2,Sointula,Malcolm Island,sointula,50.6268,-127.0179,dock,stop
ferry:25,3,Alert Bay,Cormorant Island,alert-bay,50.5878,-126.9308,dock,stop
ferry:26,1,Skidegate,Graham Island,skidegate,53.266379,-131.991971,town,community centroid
ferry:26,2,Alliford Bay,Moresby Island,alliford-bay,53.2118,-131.9882,dock,stop
ferry:28,1,Bear Cove,Port Hardy (Vancouver Island),bear-cove,50.7256,-127.4556,dock,stop
ferry:28,2,McLoughlin Bay,Bella Bella (Central Coast),mcloughlin-bay,52.1388,-128.1438,dock,stop
ferry:28,3,Shearwater,Denny Island,shearwater,52.1485,-128.0916,dock,stop
ferry:28,4,Ocean Falls,Ocean Falls (Central Coast),ocean-falls,52.353426,-127.689644,town,community centroid
ferry:28,5,Bella Coola,Bella Coola (Central Coast),bella-coola,52.372961,-126.753506,town,community centroid
ferry:28A,1,McLoughlin Bay,Bella Bella (Central Coast),mcloughlin-bay,52.1388,-128.1438,dock,stop
ferry:28A,2,Shearwater,Denny Island,shearwater,52.1485,-128.0916,dock,stop
ferry:28A,3,Ocean Falls,Ocean Falls (Central Coast),ocean-falls,52.353426,-127.689644,town,community centroid
ferry:28A,4,Bella Coola,Bella Coola (Central Coast),bella-coola,52.372961,-126.753506,town,community centroid
ferry:3,1,Horseshoe Bay,West Vancouver (Metro Vancouver),horseshoe-bay,49.37105,-123.280676,town,community centroid
ferry:3,2,Langdale,Gibsons (Sunshine Coast),langdale,49.433374,-123.478405,town,community centroid
ferry:30,1,Tsawwassen,Tsawwassen (Metro Vancouver),tsawwassen,49.008056,-123.128333,town,community centroid
ferry:30,2,Duke Point,Nanaimo (Vancouver Island),duke-point,49.162,-123.8919,dock,stop
ferry:4,1,Fulford Harbour,Salt Spring Island,fulford-harbour,48.7693,-123.4501,dock,stop
ferry:4,2,Swartz Bay,Victoria (Vancouver Island),swartz-bay,48.6886,-123.4114,dock,stop
ferry:5,1,Swartz Bay,Victoria (Vancouver Island),swartz-bay,48.6886,-123.4114,dock,stop
ferry:5,2,Otter Bay,Pender Island,otter-bay,48.8011,-123.3155,dock,stop
ferry:5,3,Village Bay,Mayne Island,village-bay,48.8444,-123.3238,dock,stop
ferry:5,4,Sturdies Bay,Galiano Island,sturdies-bay,48.8788,-123.3178,dock,stop
ferry:5,5,Lyall Harbour,Saturna Island,lyall-harbour,48.798,-123.2012,dock,stop
ferry:5,6,Long Harbour,Salt Spring Island,long-harbour,48.8516,-123.4458,dock,stop
ferry:6,1,Vesuvius Bay,Salt Spring Island,vesuvius-bay,48.8819,-123.5725,dock,stop
ferry:6,2,Crofton,Crofton (Vancouver Island),crofton,48.865846,-123.648922,town,community centroid
ferry:7,1,Earls Cove,Sunshine Coast,earls-cove,49.751944,-124.009167,town,community centroid
ferry:7,2,Saltery Bay,Powell River (Sunshine Coast),saltery-bay,49.783235,-124.179075,town,community centroid
ferry:8,1,Horseshoe Bay,West Vancouver (Metro Vancouver),horseshoe-bay,49.37105,-123.280676,town,community centroid
ferry:8,2,Snug Cove,Bowen Island (Metro Vancouver),snug-cove,49.3789,-123.3306,dock,stop
ferry:9,1,Tsawwassen,Tsawwassen (Metro Vancouver),tsawwassen,49.008056,-123.128333,town,community centroid
ferry:9,2,Otter Bay,Pender Island,otter-bay,48.8011,-123.3155,dock,stop
ferry:9,3,Village Bay,Mayne Island,village-bay,48.8444,-123.3238,dock,stop
ferry:9,4,Sturdies Bay,Galiano Island,sturdies-bay,48.8788,-123.3178,dock,stop
ferry:9,5,Lyall Harbour,Saturna Island,lyall-harbour,48.798,-123.2012,dock,stop
ferry:9,6,Long Harbour,Salt Spring Island,long-harbour,48.8516,-123.4458,dock,stop
ferry:HULLO,1,Hullo Nanaimo Terminal (Port Way),Nanaimo,nanaimo-hullo,49.1726,-123.938,dock,stop
ferry:HULLO,2,CXH,Vancouver (Coal Harbour),cxh,49.2889,-123.1217,airport,stop
ferry:NEWCASTLE,1,Maffeo Sutton Park Dock,Nanaimo,nanaimo-hullo,49.1726,-123.938,dock,stop
ferry:NEWCASTLE,2,Saysutshun (Newcastle Island) Dock,Nanaimo,saysutshun-newcastle-dock,49.180092,-123.928773,dock,stop
ferry:seabus,1,Waterfront,Vancouver,waterfront,49.28591,-123.11151,town,stop
ferry:seabus,2,Lonsdale Quay,North Vancouver,lonsdale-quay,49.31078,-123.08121,dock,stop
inland-ferry:IF01,1,Balfour Terminal,Balfour,balfour,49.625575,-116.968009,town,community centroid
inland-ferry:IF01,2,Kootenay Bay Terminal,Kootenay Bay,kootenay-bay,49.68487,-116.866605,town,community centroid
inland-ferry:IF02,1,Shelter Bay Terminal,Shelter Bay,shelter-bay,50.633194,-117.934493,town,community centroid
inland-ferry:IF02,2,Galena Bay Terminal,Galena Bay,galena-bay,50.666529,-117.851157,town,community centroid
inland-ferry:IF03,1,Fauquier Terminal,Fauquier,fauquier,49.87184,-118.068668,town,community centroid
inland-ferry:IF03,2,Needles Terminal,Needles,needles,49.873333,-118.100833,town,community centroid
inland-ferry:IF04,1,Arrow Park East Landing,Arrow Park,arrow-park-east,50.1043,-117.9029,dock,stop
inland-ferry:IF04,2,Arrow Park West Landing,Arrow Park,arrow-park-west,50.1037,-117.93,dock,stop
inland-ferry:IF05,1,Adams Lake West Landing,Adams Lake,adams-lake-west,50.9529,-119.6745,dock,stop
inland-ferry:IF05,2,Adams Lake East Landing,Adams Lake,adams-lake-east,50.953,-119.661,dock,stop
inland-ferry:IF06,1,Francois Lake (North) Terminal,Francois Lake,francois-lake,54.066,-125.756,town,stop
inland-ferry:IF06,2,Southbank Terminal,Southbank,southbank,54.02291,-125.76385,town,community centroid
inland-ferry:IF07,1,Harrop Landing,Harrop,harrop,49.606022,-117.053888,town,community centroid
inland-ferry:IF07,2,Procter Landing,Procter,procter,49.617778,-116.961111,town,community centroid
inland-ferry:IF08,1,Glade Landing,Glade,glade,49.408224,-117.541475,town,community centroid
inland-ferry:IF08,2,Highway 3A Landing,Thrums,highway-3a,49.3947,-117.5406,dock,stop
inland-ferry:IF09,1,Port Kells Landing,Port Kells (Surrey),port-kells,49.162839,-122.699723,town,community centroid
inland-ferry:IF09,2,Barnston Island Landing,Barnston Island,barnston-island,49.19271,-122.72242,town,community centroid
inland-ferry:IF10,1,Lytton East Landing,Lytton,lytton-east,50.2478,-121.5909,dock,stop
inland-ferry:IF10,2,Lytton West Landing,Lytton,lytton-west,50.247,-121.5945,dock,stop
inland-ferry:IF11,1,Big Bar East Landing,Big Bar Creek,big-bar-east,51.1832,-122.133,dock,stop
inland-ferry:IF11,2,Big Bar West Landing,Jesmond,big-bar-west,51.1838,-122.139,dock,stop
inland-ferry:IF12,1,South Usk Landing,Usk,south-usk,54.634,-128.414,dock,stop
inland-ferry:IF12,2,North Usk Landing,Usk,north-usk,54.6362,-128.416,dock,stop
inland-ferry:IF13,1,Little Fort East Landing,Little Fort,little-fort-east,51.4222,-120.2013,dock,stop
inland-ferry:IF13,2,Little Fort West Landing,Little Fort,little-fort-west,51.4225,-120.2045,dock,stop
inland-ferry:IF14,1,McLure East Landing,McLure,mclure-east,51.0409,-120.2402,dock,stop
inland-ferry:IF14,2,McLure West Landing,McLure,mclure-west,51.0412,-120.2435,dock,stop
local-bus:900,1,Bridgeport,Richmond,bridgeport,49.19514,-123.13369,dock,stop
local-bus:900,2,Ladner Exchange,Delta,ladner-exchange,49.0903,-123.0814,dock,stop
local-bus:900,3,Tsawwassen,Tsawwassen (Metro Vancouver),tsawwassen,49.008056,-123.128333,town,community centroid
local-bus:GM01,1,Massey Shuttle Delta stop (Hwy 17A),Delta,ladner-exchange,49.0903,-123.0814,dock,stop
local-bus:GM01,2,Massey Shuttle Richmond stop (Rice Mill Rd),Richmond,massey-shuttle-richmond,49.1375,-123.0805,dock,stop
local-bus:ash-1,1,Ashcroft,Ashcroft,ashcroft,50.72513,-121.27939,town,stop
local-bus:ash-1,2,Riverside Dr at Sage and Sands Dr,Cache Creek,cache-creek,50.811944,-121.323333,town,community centroid
local-bus:ash-1,3,Clinton,Clinton,clinton,51.091667,-121.586667,town,community centroid
local-bus:clw-1,1,Buy Low Foods,Clearwater,clearwater-medical-centre,51.64994,-120.03784,dock,stop
local-bus:clw-1,2,Vavenby Store,Vavenby,vavenby,51.58409,-119.72799,dock,stop
local-bus:clw-10,1,Aberdeen Mall,Kamloops,aberdeen-mall,50.65569,-120.37214,dock,stop
local-bus:clw-10,2,Clearwater Medical Centre,Clearwater,clearwater-medical-centre,51.64994,-120.03784,dock,stop
local-bus:cv-1,1,Comox Mall Bay B,Comox,comox-mall-bay-b,49.67367,-124.92517,dock,stop
local-bus:cv-1,2,Anfield Centre,Courtenay,anfield-centre,49.6683,-124.97996,dock,stop
local-bus:cv-10,1,Downtown Courtenay Exchange,Courtenay,courtenay-exchange,49.6919376,-124.998225,town,stop
local-bus:cv-10,2,Island Hwy at Buckley Bay,Buckley Bay,buckley-bay,49.532288,-124.857145,town,community centroid
local-bus:cv-11,1,Little River Ferry Terminal,Comox,little-river,49.7402,-124.925,dock,stop
local-bus:cv-11,2,Comox Airport (YQQ),Comox,yqq,49.7108,-124.8867,airport,stop
local-bus:cv-11,3,Downtown Exchange (Courtenay),Courtenay,courtenay-exchange,49.6919376,-124.998225,town,stop
local-bus:cv-12,1,Glenmore Rd at Lambeth Rd,Oyster River,oyster-river,49.86991,-125.12904,dock,stop
local-bus:cv-12,2,Veterans Memorial Pky at Caledon Cres,Courtenay,courtenay-exchange,49.6919376,-124.998225,town,stop
local-bus:cvt-34,1,Coronation Mall,Ladysmith,coronation-mall,48.97871,-123.80471,dock,stop
local-bus:cvt-34,2,Pine & Daniel,North Cowichan,pine-daniel,48.92664,-123.72684,dock,stop
local-bus:cvt-36,1,Coronation Mall,Ladysmith,coronation-mall,48.97871,-123.80471,dock,stop
local-bus:cvt-36,2,Cowichan Commons,North Cowichan,cowichan-commons,48.80133,-123.72058,dock,stop
local-bus:cvt-36,3,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:cvt-6,1,Joan & Queen - Saltspring Ferry,North Cowichan,joan-queen-saltspring-ferry,48.86472,-123.64166,dock,stop
local-bus:cvt-6,2,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:cvt-66,1,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:cvt-66,2,Deloume Park & Ride,Mill Bay,mill-bay,48.6513,-123.5617,town,stop
local-bus:cvt-66,3,Hwy 1 ramp & Leigh,Langford,hwy-1-ramp-leigh,48.45426,-123.51847,dock,stop
local-bus:cvt-66,4,Hwy 1 ramp & Helmcken,View Royal,hwy-1-ramp-helmcken,48.46448,-123.43042,dock,stop
local-bus:cvt-66,5,Hwy 1 & Tillicum,Saanich,hwy-1-tillicum,48.45839,-123.39418,dock,stop
local-bus:cvt-66,6,Legislature Terminal,Victoria,legislature,48.41827,-123.36805,dock,stop
local-bus:cvt-66,7,Hwy 1 & Boys Rd,North Cowichan,hwy-1-boys-rd,48.77039,-123.6987,dock,stop
local-bus:cvt-7,1,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:cvt-7,2,Cowichan Lk. Rd & Skutz Falls,Lake Cowichan,lake-cowichan,48.80727,-123.95919,dock,stop
local-bus:cvt-8,1,Mill Bay Shopping Ctr,Mill Bay,mill-bay,48.6513,-123.5617,town,stop
local-bus:cvt-8,2,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:cvt-9,1,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:cvt-9,2,Shawnigan/Mill Bay & Cameron-Taggart,Mill Bay,mill-bay,48.6513,-123.5617,town,stop
local-bus:cvt-99,1,Cobble Hill Rd & Fisher,Cobble Hill,cobble-hill,48.68733,-123.60425,dock,stop
local-bus:cvt-99,2,Shawnigan/Mill Bay & Wilkinson,Mill Bay,mill-bay,48.6513,-123.5617,town,stop
local-bus:cvt-99,3,Hwy 1 ramp & Helmcken,View Royal,hwy-1-ramp-helmcken,48.46448,-123.43042,dock,stop
local-bus:cvt-99,4,Douglas & Finlayson - Mayfair,Victoria,douglas-st-at-finlayson-st,48.44449,-123.37065,dock,stop
local-bus:ea-goose,1,Atkins Road Park & Ride,View Royal,atkins-road-park-ride,48.45063,-123.46961,dock,stop
local-bus:ea-goose,2,Rocky Point Road Parking Lot,Metchosin,rocky-point-road-parking-lot,48.37389,-123.5447,dock,stop
local-bus:ea-goose,3,Sooke Potholes Parking Lot 3,Sooke,sooke-potholes-parking-lot-3,48.44329,-123.72158,dock,stop
local-bus:ek-22,1,12th Ave N at Kootenay (SB),Cranbrook,12th-ave-n-at-kootenay,49.51305,-115.76488,dock,stop
local-bus:ek-22,2,Kimberley Conference Centre,Kimberley,kimberley-conference-centre,49.68834,-116.00411,dock,stop
local-bus:ek-31,1,Invermere Sobeys,Invermere,invermere,50.50994,-116.03146,dock,stop
local-bus:ek-31,2,Shaughnessy St at Burns Ave,Canal Flats,canal-flats,50.15497,-115.8204,dock,stop
local-bus:ek-32,1,Invermere Sobeys,Invermere,invermere,50.50994,-116.03146,dock,stop
local-bus:ek-32,2,Edgewater,Edgewater,edgewater,50.69791,-116.13459,town,stop
local-bus:ek-41,1,Elkford Health Centre,Elkford,elkford,50.0214,-114.9178,dock,stop
local-bus:ek-41,2,Lodge Pole Village,Sparwood,lodge-pole-village,49.76749,-114.89313,dock,stop
local-bus:ek-41,3,9th Ave at 19th St,Fernie,fernie,49.504167,-115.062778,town,community centroid
local-bus:fv-21,1,276 St at Fraser Hwy,Langley,276-st-at-fraser-hwy,49.05696,-122.45979,dock,stop
local-bus:fv-21,2,South Fraser Way at Center St,Abbotsford,south-fraser-way-at-center-st,49.04771,-122.34275,dock,stop
local-bus:fv-21a,1,276 St at Fraser Hwy,Langley,276-st-at-fraser-hwy,49.05696,-122.45979,dock,stop
local-bus:fv-21a,2,South Fraser Way at Center St,Abbotsford,south-fraser-way-at-center-st,49.04771,-122.34275,dock,stop
local-bus:fv-31,1,Junction Mall,Mission,junction-mall,49.13014,-122.31907,dock,stop
local-bus:fv-31,2,G Ferguson Way at McCallum Rd,Abbotsford,g-ferguson-way-at-mccallum-rd,49.05013,-122.29275,dock,stop
local-bus:fv-31a,1,Junction Mall,Mission,junction-mall,49.13014,-122.31907,dock,stop
local-bus:fv-31a,2,Riverside St at Fore Rd,Abbotsford,riverside-st-at-fore-rd,49.11183,-122.29428,dock,stop
local-bus:fv-31x,1,Bourquin Cres W at Ventura Ave,Abbotsford,bourquin-cres-w-at-ventura-ave,49.05196,-122.31025,dock,stop
local-bus:fv-31x,2,Lougheed Hwy at Haig St,Mission,mission-city,49.13289,-122.3211,dock,stop
local-bus:fv-55,1,Vedder Rd at Wren Rd,Chilliwack,vedder-rd-at-wren-rd,49.10582,-121.96115,dock,stop
local-bus:fv-55,2,Boundary Rd at Berry Rd,Abbotsford,boundary-rd-at-berry-rd,49.09197,-122.08047,dock,stop
local-bus:fv-66,1,Downtown Chilliwack Bay B,Chilliwack,downtown-chilliwack-bay-b,49.16883,-121.9558,dock,stop
local-bus:fv-66,2,Highstreet Mall,Abbotsford,highstreet-mall,49.05675,-122.37452,dock,stop
local-bus:fv-66,3,Carvolth Exch Bay 13,Langley,carvolth,49.16078,-122.66032,dock,stop
local-bus:fv-66,4,Lougheed Stn Bay 5,Burnaby,lougheed-town-centre,49.24743,-122.89457,dock,stop
local-bus:fv-71,1,St Alice St at Esplanade Ave,Harrison Hot Springs,st-alice-st-at-esplanade-ave,49.30354,-121.78791,dock,stop
local-bus:fv-71,2,Downtown Chilliwack Bay B,Chilliwack,downtown-chilliwack-bay-b,49.16883,-121.9558,dock,stop
local-bus:fv-72,1,Park St at 3rd Ave,Hope,hope,49.38,-121.441389,town,community centroid
local-bus:fv-72,2,Yale First Nations,Kent,kent,49.35219,-121.61315,dock,stop
local-bus:krt-23,1,Kelowna Airport (YLW),Kelowna,ylw,49.9561,-119.3778,airport,stop
local-bus:krt-23,2,UBCO Transit Exchange,Kelowna,ubco,49.93997,-119.39438,dock,stop
local-bus:krt-97,1,UBCO Transit Exchange,Kelowna,ubco,49.93997,-119.39438,dock,stop
local-bus:krt-97,2,Queensway Transit Exchange (Downtown Kelowna),Kelowna,kelowna-downtown,49.88713,-119.49494,town,stop
local-bus:mtw-1,1,Port Hardy,Port Hardy,port-hardy,50.724444,-127.498056,town,stop
local-bus:mtw-1,2,Port McNeill Ferry Terminal,Port McNeill,port-mcneill,50.589444,-127.083611,town,community centroid
local-bus:mtw-5,1,Thunderbird Mall,Port Hardy,port-hardy,50.724444,-127.498056,town,stop
local-bus:mtw-5,2,Quatsino Health Ctr,Coal Harbour,coal-harbour,50.61421,-127.57074,dock,stop
local-bus:pg-161,1,Burrard Vanderhoof Co-op,Vanderhoof,vanderhoof,54.01495,-124.0089,town,stop
local-bus:pg-161,2,Downtown Exch Bay B,Prince George,prince-george,53.9137,-122.74808,town,stop
local-bus:pg-162,1,4th Ave at King St,Smithers,smithers,54.779167,-127.176111,town,community centroid
local-bus:pg-162,2,Government at Gilgan,Burns Lake,burns-lake,54.230278,-125.764444,town,community centroid
local-bus:plr-12,1,Scotch Fir Point & Roberts,Stillwater,scotch-fir-point-roberts,49.76348,-124.29683,dock,stop
local-bus:plr-12,2,Town Centre Mall Bay A,Powell River,town-centre-mall-bay-a,49.84384,-124.51728,dock,stop
local-bus:plr-13,1,Shelter Point & Gillies Bay,Gillies Bay,gillies-bay,49.65439,-124.46681,dock,stop
local-bus:plr-13,2,Marine & Duncan,Powell River,westview,49.8371,-124.5289,dock,stop
local-bus:plr-14,1,Town Centre Mall Bay A,Powell River,town-centre-mall-bay-a,49.84384,-124.51728,dock,stop
local-bus:plr-14,2,Lund Harbour,Lund,lund-harbour,49.9805,-124.7624,dock,stop
local-bus:pmb-99,1,Whistler Village (Gondola Transit Exchange),Whistler,whistler,50.1158,-122.9563,town,stop
local-bus:pmb-99,2,Meadow Park Sports Centre,Whistler,meadow-park-sports-centre,50.14444,-122.96024,dock,stop
local-bus:pmb-99,3,Frontier at Aster (NB),Pemberton,frontier-at-aster,50.32133,-122.80628,dock,stop
local-bus:pr-55,1,Fairview Bay,Prince Rupert,fairview-bay,54.2941048,-130.3538988,dock,stop
local-bus:pr-55,2,Downtown Prince Rupert (2nd Ave at 3rd St),Prince Rupert,prince-rupert,54.312778,-130.325278,town,community centroid
local-bus:qnl-30,1,St Laurent Ave at Reid St,Quesnel,quesnel,52.97897,-122.49628,town,stop
local-bus:qnl-30,2,Barkerville Visitor Centre,Barkerville,barkerville-visitor-centre,53.06911,-121.51474,dock,stop
local-bus:qnl-31,1,Nazko Band Office,Quesnel,quesnel,52.97897,-122.49628,town,stop
local-bus:qnl-31,2,Nazko Rd at Spruce Ave,Nazko,nazko,52.93856,-123.57518,dock,stop
local-bus:rdn-1,1,Bay B at Woodgrove Exch,Nanaimo,bay-b-at-woodgrove-exch,49.23685,-124.05317,dock,stop
local-bus:rdn-1,2,Downtown Nanaimo Exchange,Nanaimo,nanaimo,49.163889,-123.938056,town,stop
local-bus:rdn-20,1,Departure Bay Ferry Terminal,Nanaimo,departure-bay,49.1917,-123.9538,dock,stop
local-bus:rdn-20,2,Downtown Nanaimo Exchange,Nanaimo,nanaimo,49.163889,-123.938056,town,stop
local-bus:rdn-25,1,Departure Bay Ferry Terminal,Nanaimo,departure-bay,49.1917,-123.9538,dock,stop
local-bus:rdn-25,2,Downtown Nanaimo Exchange,Nanaimo,nanaimo,49.163889,-123.938056,town,stop
local-bus:rdn-70,1,Bay D at Downtown Nanaimo Exch,Nanaimo,bay-d-at-downtown-nanaimo-exch,49.16396,-123.93181,dock,stop
local-bus:rdn-70,2,1st Ave at Hwy 1,Ladysmith,1st-ave-at-hwy-1,48.99808,-123.82432,dock,stop
local-bus:rdn-70,3,Drinkwater Rd at Cowichan Commons,North Cowichan,drinkwater-rd-at-cowichan-commons,48.80307,-123.71996,dock,stop
local-bus:rdn-70,4,Village Green Mall,Duncan,duncan,48.77465,-123.7016,town,stop
local-bus:rdn-9,1,Ravensong Exch,Qualicum Beach,ravensong-exch,49.34589,-124.45012,dock,stop
local-bus:rdn-9,2,Island Hwy W at Wembley Centre,Parksville,island-hwy-w-at-wembley-centre,49.33186,-124.34487,dock,stop
local-bus:rdn-9,3,Bay B at Woodgrove Exch,Nanaimo,bay-b-at-woodgrove-exch,49.23685,-124.05317,dock,stop
local-bus:rdn-99,1,Ravensong Exch,Qualicum Beach,ravensong-exch,49.34589,-124.45012,dock,stop
local-bus:rdn-99,2,Seaview Dr at Longview Dr,Deep Bay,deep-bay,49.456,-124.71067,dock,stop
local-bus:sc-1,1,Gower Point Rd at Glassford Rd,Gibsons,gower-point-rd-at-glassford-rd,49.39241,-123.51266,dock,stop
local-bus:sc-1,2,Cowrie St at Trail Ave,Sechelt,sechelt,49.47235,-123.75953,town,stop
local-bus:sc-4,1,Cowrie St at Trail Ave,Sechelt,sechelt,49.47235,-123.75953,town,stop
local-bus:sc-4,2,Redrooffs Rd at Halfmoon Rd,Halfmoon Bay,halfmoon-bay,49.51308,-123.91704,town,community centroid
local-bus:sc-90,1,Cowrie St at Trail Ave,Sechelt,sechelt,49.47235,-123.75953,town,stop
local-bus:sc-90,2,Gibsons Way at Seamount Way,Gibsons,gibsons-way-at-seamount-way,49.40674,-123.52537,dock,stop
local-bus:skn-11,1,Lakelse at Skeena Mall,Terrace,terrace,54.51701,-128.59612,town,stop
local-bus:skn-11,2,Kitimat City Centre,Kitimat,kitimat-city-centre,54.05333,-128.65434,dock,stop
local-bus:skn-14,1,Lakelse at Skeena Mall,Terrace,terrace,54.51701,-128.59612,town,stop
local-bus:skn-14,2,Gitsaex St Mid Block,Usk,usk,54.60905,-128.4104,dock,stop
local-bus:skn-163,1,4th Avenue at Roi Theatre,Smithers,smithers,54.779167,-127.176111,town,community centroid
local-bus:skn-163,2,Gunanoot Ave at Kispiox,Kispiox,kispiox,55.35218,-127.69262,dock,stop
local-bus:skn-164,1,Lakelse at Skeena Mall,Terrace,terrace,54.51701,-128.59612,town,stop
local-bus:skn-164,2,Gitsaex St Mid Block,Usk,usk,54.60905,-128.4104,dock,stop
local-bus:skn-164,3,Gunanoot Ave at Kispiox,Kispiox,kispiox,55.35218,-127.69262,dock,stop
local-bus:skn-31,1,Hilltop Ave at Park Dr,Kitseguecla,kitseguecla,55.08721,-127.82908,dock,stop
local-bus:skn-31,2,Gunanoot Ave at Kispiox,Kispiox,kispiox,55.35218,-127.69262,dock,stop
local-bus:skn-32,1,River Rd at Hazelton Old Town,Hazelton,hazelton,55.25569,-127.67666,dock,stop
local-bus:skn-32,2,Hwy 16 PetroCan at Hwy 37,Kitwanga,kitwanga-junction,55.1044,-128.0561,town,stop
local-bus:smi-23,1,Beaver Rd at Witset Gas Station,Moricetown,witset,55.0086,-127.3386,town,stop
local-bus:smi-23,2,Hwy 16 at Toronto St,Smithers,smithers,54.779167,-127.176111,town,community centroid
local-bus:sok-30,1,Duncan & Main (Plaza),Penticton,duncan-main,49.48392,-119.585,dock,stop
local-bus:sok-30,2,Wharton at Kelly,Summerland,wharton-at-kelly,49.60097,-119.67987,dock,stop
local-bus:sok-40,1,Main & 89th St,Osoyoos,osoyoos,49.03288,-119.46877,town,stop
local-bus:sok-40,2,Fairview at Panorama,Oliver,fairview-at-panorama,49.17856,-119.56004,dock,stop
local-bus:sok-40,3,Duncan & Main (Plaza),Penticton,duncan-main,49.48392,-119.585,dock,stop
local-bus:sok-50,1,Princeton Chevron,Princeton,princeton,49.45614,-120.5079,town,stop
local-bus:sok-50,2,South Similkameen Health Centre,Keremeos,keremeos,49.20492,-119.83271,town,stop
local-bus:sok-50,3,Cherry Lane Shopping Centre,Penticton,cherry-lane-shopping-centre,49.47372,-119.58583,dock,stop
local-bus:sok-70,1,Duncan & Main (Plaza),Penticton,duncan-main,49.48392,-119.585,dock,stop
local-bus:sok-70,2,Prairie Valley at Atkinson,Summerland,prairie-valley-at-atkinson,49.60296,-119.66794,dock,stop
local-bus:sok-70,3,Westbank Exch,West Kelowna,west-kelowna,49.82966,-119.6316,town,stop
local-bus:sok-70,4,Queensway Exch (Kelowna),Kelowna,kelowna-downtown,49.88713,-119.49494,town,stop
local-bus:tl-229,1,Lonsdale Quay,North Vancouver,lonsdale-quay,49.31078,-123.08121,dock,stop
local-bus:tl-229,2,Lynn Valley Bay 1,North Vancouver,lynn-valley,49.33661,-123.03876,dock,stop
local-bus:tl-257,1,Horseshoe Bay Ferry Terminal,West Vancouver,horseshoe-bay,49.37105,-123.280676,town,community centroid
local-bus:tl-257,2,Park Royal,West Vancouver,west-vancouver,49.327,-123.13857,dock,stop
local-bus:tl-257,3,Downtown Vancouver (Dunsmuir at Cambie),Vancouver,vancouver,49.261111,-123.113889,town,community centroid
local-bus:tl-620,1,Tsawwassen Ferry Terminal,Delta,tsawwassen,49.008056,-123.128333,town,community centroid
local-bus:tl-620,2,Ladner Exchange,Delta,ladner-exchange,49.0903,-123.0814,dock,stop
local-bus:tl-620,3,Bridgeport Station,Richmond,bridgeport,49.19514,-123.13369,dock,stop
local-bus:tl-701,1,Coquitlam Central Station,Coquitlam,coquitlam-central,49.27908,-122.8005,dock,stop
local-bus:tl-701,2,Haney Place,Maple Ridge,haney-place,49.2203566,-122.5988275,dock,stop
local-bus:tl-701-mission,1,Haney Place,Maple Ridge,haney-place,49.2203566,-122.5988275,dock,stop
local-bus:tl-701-mission,2,Mission City Station,Mission,mission-city,49.13289,-122.3211,dock,stop
local-bus:tl-r2,1,Lonsdale Quay,North Vancouver,lonsdale-quay,49.31078,-123.08121,dock,stop
local-bus:tl-r2,2,Park Royal,West Vancouver,west-vancouver,49.327,-123.13857,dock,stop
local-bus:vrt-51x,1,Westhills Exch Bay B,Langford,hwy-1-ramp-leigh,48.45426,-123.51847,dock,stop
local-bus:vrt-51x,2,Island Hwy at Wilfert Rd,View Royal,island-hwy-at-wilfert-rd,48.45257,-123.46278,dock,stop
local-bus:vrt-51x,3,McKenzie Ave at Hwy 1,Saanich,hwy-1-tillicum,48.45839,-123.39418,dock,stop
local-bus:vrt-61,1,Douglas St at Finlayson St,Victoria,douglas-st-at-finlayson-st,48.44449,-123.37065,dock,stop
local-bus:vrt-61,2,Douglas St at Kelvin Rd,Saanich,douglas-st-at-kelvin-rd,48.44964,-123.37376,dock,stop
