from_community,from_id,to_community,to_id,crow_km,bike_reachable,bike_reachable_without_flying,n_options,n_options_with_bike,n_options_without_flying,boardings,modes,operators,journey_km,schedule_cautions,everyday_option_exists,recommended_summary,recommended_boardings,recommended_modes,recommended_operators,recommended_journey_km,recommended_schedule_cautions
Duncan (Cowichan Valley),duncan,Delta,delta,57,TRUE,TRUE,8,8,7,2,bus; bus,BC Transit; Wilson's Transportation (BC Connector),126.0,,TRUE,"City bus, ferry, SkyTrain, then city bus.",4,local-bus; ferry; skytrain; local-bus,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Denman Island,denman-island,117,TRUE,TRUE,7,4,2,4,carpool; carpool; local-bus; ferry,Poparide; BC Transit; BC Ferries,166.4,on-demand,FALSE,"City bus, carpool, city bus, then ferry.",4,local-bus; carpool; local-bus; ferry,BC Transit; Poparide; BC Ferries,166.7,on-demand
Duncan (Cowichan Valley),duncan,Enderby,enderby,383,TRUE,TRUE,10,10,9,5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Rider Express,,limited,TRUE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Fernie,fernie,633,TRUE,TRUE,7,7,6,5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Field,field,591,TRUE,TRUE,11,11,10,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Rider Express,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Rider Express,,
Duncan (Cowichan Valley),duncan,Gabriola Island,gabriola-island,46,TRUE,TRUE,2,2,2,2,carpool; ferry,Poparide; BC Ferries,52.6,on-demand,TRUE,"City bus, then ferry.",2,local-bus; ferry,BC Transit; BC Ferries,52.8,
Duncan (Cowichan Valley),duncan,Galiano Island,galiano-island,30,TRUE,TRUE,6,6,6,3,local-bus; ferry; ferry,BC Transit; BC Ferries,65.2,,TRUE,"City bus, city bus, then ferry.",3,bus; local-bus; ferry,BC Transit; BC Ferries,98.1,
Duncan (Cowichan Valley),duncan,Gibsons,gibsons,71,TRUE,TRUE,3,3,3,4,local-bus; local-bus; ferry; ferry,BC Transit; BC Ferries,123.3,,TRUE,"City bus, city bus, ferry, then ferry.",4,local-bus; local-bus; ferry; ferry,BC Transit; BC Ferries,123.3,
Duncan (Cowichan Valley),duncan,Golden,golden,557,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Haida Gwaii,haida-gwaii,764,TRUE,TRUE,4,4,1,6,local-bus; ferry; skytrain; intercity-train; intercity-train; ferry,BC Transit; Hullo; TransLink; VIA Rail; BC Ferries,,limited,FALSE,"City bus, city bus, rental car, ferry, then ferry.",5,local-bus; local-bus; rental-car; ferry; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,959.3,limited
Duncan (Cowichan Valley),duncan,Harrison Hot Springs,harrison-hot-springs,151,TRUE,TRUE,7,7,6,5,local-bus; ferry; skytrain; local-bus; local-bus,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, SkyTrain, city bus, then city bus.",5,local-bus; ferry; skytrain; local-bus; local-bus,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Hope,hope,178,TRUE,TRUE,7,7,7,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Hornby Island,hornby-island,110,TRUE,TRUE,7,4,2,5,carpool; carpool; local-bus; ferry; ferry,Poparide; BC Transit; BC Ferries,177.8,on-demand,FALSE,"City bus, carpool, city bus, ferry, then ferry.",5,local-bus; carpool; local-bus; ferry; ferry,BC Transit; Poparide; BC Ferries,178.1,on-demand
Duncan (Cowichan Valley),duncan,Houston,houston,657,TRUE,TRUE,8,8,5,5,local-bus; ferry; skytrain; intercity-train; intercity-train,BC Transit; Hullo; TransLink; VIA Rail,,limited,FALSE,"City bus, city bus, rental car, ferry, then train.",5,local-bus; local-bus; rental-car; ferry; intercity-train,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries; VIA Rail,1129.6,limited
Duncan (Cowichan Valley),duncan,Kamloops,kamloops,321,TRUE,TRUE,7,7,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Kaslo,kaslo,508,TRUE,TRUE,7,7,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Kelowna,kelowna,329,TRUE,TRUE,6,6,5,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Keremeos,keremeos,286,TRUE,TRUE,7,7,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Kimberley,kimberley,568,TRUE,TRUE,7,7,6,6,local-bus; ferry; skytrain; bus; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, coach bus, then city bus.",6,local-bus; ferry; skytrain; bus; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Ladysmith,ladysmith,26,TRUE,TRUE,1,1,1,1,local-bus,BC Transit,26.4,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,26.4,
Duncan (Cowichan Valley),duncan,Lake Cowichan,lake-cowichan,26,TRUE,TRUE,1,1,1,1,local-bus,BC Transit,26.6,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,26.6,
Duncan (Cowichan Valley),duncan,Langford,langford,39,TRUE,TRUE,3,3,3,1,local-bus,BC Transit,40.6,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,40.6,
Duncan (Cowichan Valley),duncan,Langley,langley,85,TRUE,TRUE,10,10,9,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,TRUE,"City bus, ferry, SkyTrain, then city bus.",4,local-bus; ferry; skytrain; local-bus,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Lund,lund,155,TRUE,TRUE,7,5,3,6,local-bus; local-bus; ferry; ferry; bus; local-bus,BC Transit; BC Ferries; Sunshine Coast Connector,248.9,limited; seasonal,FALSE,"City bus, city bus, ferry, ferry, coach bus, then city bus.",6,local-bus; local-bus; ferry; ferry; bus; local-bus,BC Transit; BC Ferries; Sunshine Coast Connector,248.9,limited; seasonal
Duncan (Cowichan Valley),duncan,Maple Ridge,maple-ridge,94,TRUE,TRUE,8,8,7,3,local-bus; ferry; local-train,BC Transit; Hullo; TransLink (West Coast Express),150.8,limited,TRUE,"City bus, ferry, SkyTrain, then city bus.",4,local-bus; ferry; skytrain; local-bus,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Mayne Island,mayne-island,29,TRUE,TRUE,6,6,6,3,local-bus; ferry; ferry,BC Transit; BC Ferries,61.4,,TRUE,"City bus, city bus, then ferry.",3,bus; local-bus; ferry,BC Transit; BC Ferries,94.3,
Duncan (Cowichan Valley),duncan,Merritt,merritt,258,TRUE,TRUE,6,6,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Mill Bay,mill-bay,17,TRUE,TRUE,2,2,2,1,local-bus,BC Transit,17.1,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,17.1,
Duncan (Cowichan Valley),duncan,Mission,mission,108,TRUE,TRUE,8,8,8,3,local-bus; ferry; local-train,BC Transit; Hullo; TransLink (West Coast Express),172.8,limited,TRUE,"City bus, ferry, SkyTrain, city bus, then city bus.",5,local-bus; ferry; skytrain; local-bus; local-bus,BC Transit; Hullo; TransLink,,limited
Duncan (Cowichan Valley),duncan,Nanaimo,nanaimo,47,TRUE,TRUE,1,1,1,1,local-bus,BC Transit,46.9,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,46.9,
Duncan (Cowichan Valley),duncan,Nelson,nelson,473,TRUE,TRUE,7,7,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,New Hazelton,new-hazelton,767,TRUE,TRUE,7,7,4,5,local-bus; ferry; skytrain; intercity-train; intercity-train,BC Transit; Hullo; TransLink; VIA Rail,,limited,FALSE,"City bus, city bus, rental car, ferry, then train.",5,local-bus; local-bus; rental-car; ferry; intercity-train,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries; VIA Rail,1017.1,limited
Duncan (Cowichan Valley),duncan,New Westminster,new-westminster,75,TRUE,TRUE,7,7,6,3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, then SkyTrain.",3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,North Cowichan (Chemainus & Crofton),north-cowichan,16,TRUE,TRUE,2,2,2,1,local-bus,BC Transit,18.9,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,18.9,
Duncan (Cowichan Valley),duncan,North Vancouver,north-vancouver,75,TRUE,TRUE,7,7,6,3,local-bus; ferry; ferry,BC Transit; Hullo; TransLink (SeaBus),113.0,,TRUE,"City bus, city bus, ferry, city bus, then city bus.",5,local-bus; local-bus; ferry; local-bus; local-bus,BC Transit; BC Ferries; TransLink,119.0,
Duncan (Cowichan Valley),duncan,Ocean Falls,ocean-falls,487,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, then ferry.",4,local-bus; local-bus; rental-car; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,558.5,seasonal
Duncan (Cowichan Valley),duncan,Oliver,oliver,306,TRUE,TRUE,11,11,10,5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then city bus.",5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Osoyoos,osoyoos,311,TRUE,TRUE,8,8,7,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Parksville,parksville,78,TRUE,TRUE,2,2,2,3,carpool; local-bus; local-bus,Poparide; BC Transit,82.0,on-demand,TRUE,"City bus, city bus, then city bus.",3,local-bus; local-bus; local-bus,BC Transit,82.3,
Duncan (Cowichan Valley),duncan,Pemberton,pemberton,184,TRUE,TRUE,8,8,7,4,bus; bus; bus; local-bus,BC Transit; Wilson's Transportation (BC Connector); Epic Rides,265.8,seasonal,FALSE,"City bus, ferry, SkyTrain, coach bus, then city bus.",5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; YVR Skylynx,,seasonal
Duncan (Cowichan Valley),duncan,Pender Island,pender-island,28,TRUE,TRUE,6,6,6,3,local-bus; ferry; ferry,BC Transit; BC Ferries,56.5,,TRUE,"City bus, city bus, then ferry.",3,bus; local-bus; ferry,BC Transit; BC Ferries,89.4,
Duncan (Cowichan Valley),duncan,Penelakut Island,penelakut-island,22,TRUE,TRUE,1,1,1,3,local-bus; local-bus; ferry,BC Transit; BC Ferries,42.7,limited,FALSE,"City bus, city bus, then ferry.",3,local-bus; local-bus; ferry,BC Transit; BC Ferries,42.7,limited
Duncan (Cowichan Valley),duncan,Penticton,penticton,308,TRUE,TRUE,11,11,10,5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then city bus.",5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Ebus,,limited
Duncan (Cowichan Valley),duncan,Port Alberni,port-alberni,95,TRUE,TRUE,7,4,2,2,carpool; carpool,Poparide,110.4,on-demand,FALSE,"City bus, then rental car.",2,local-bus; rental-car,BC Transit; Budget,112.1,
Duncan (Cowichan Valley),duncan,Port Coquitlam,port-coquitlam,85,TRUE,TRUE,6,6,5,3,local-bus; ferry; local-train,BC Transit; Hullo; TransLink (West Coast Express),137.3,limited,FALSE,"City bus, ferry, then train.",3,local-bus; ferry; local-train,BC Transit; Hullo; TransLink (West Coast Express),137.3,limited
Duncan (Cowichan Valley),duncan,Port Hardy,port-hardy,348,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, then rental car.",3,local-bus; local-bus; rental-car,BC Transit; National Car & Truck Rental (Vancouver Island),357.1,
Duncan (Cowichan Valley),duncan,Port McNeill,port-mcneill,316,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, then city bus.",4,local-bus; local-bus; rental-car; local-bus,BC Transit; National Car & Truck Rental (Vancouver Island),390.0,limited
Duncan (Cowichan Valley),duncan,Port Moody,port-moody,84,TRUE,TRUE,8,8,7,3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, then SkyTrain.",3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Port Renfrew,port-renfrew,57,FALSE,FALSE,2,0,0,,,,,,,,,,,,
Duncan (Cowichan Valley),duncan,Powell River,powell-river,132,TRUE,TRUE,7,5,3,5,local-bus; local-bus; ferry; ferry; bus,BC Transit; BC Ferries; Sunshine Coast Connector,224.5,,TRUE,"City bus, city bus, ferry, ferry, then coach bus.",5,local-bus; local-bus; ferry; ferry; bus,BC Transit; BC Ferries; Sunshine Coast Connector,224.5,
Duncan (Cowichan Valley),duncan,Prince George,prince-george,575,TRUE,TRUE,6,6,5,5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,limited
Duncan (Cowichan Valley),duncan,Prince Rupert,prince-rupert,767,TRUE,TRUE,4,4,1,5,local-bus; ferry; skytrain; intercity-train; intercity-train,BC Transit; Hullo; TransLink; VIA Rail,,limited,FALSE,"City bus, city bus, rental car, then ferry.",4,local-bus; local-bus; rental-car; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,799.2,limited
Duncan (Cowichan Valley),duncan,Princeton,princeton,244,TRUE,TRUE,7,7,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Quadra Island,quadra-island,179,TRUE,FALSE,6,3,0,,,,,,,"City bus, city bus, rental car, then ferry.",4,local-bus; local-bus; rental-car; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,189.6,
Duncan (Cowichan Valley),duncan,Qualicum Beach,qualicum-beach,84,TRUE,TRUE,2,2,2,3,carpool; local-bus; local-bus,Poparide; BC Transit,89.8,on-demand,TRUE,"City bus, city bus, then city bus.",3,local-bus; local-bus; local-bus,BC Transit,90.1,
Duncan (Cowichan Valley),duncan,Quesnel,quesnel,475,TRUE,TRUE,5,5,4,5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,limited
Duncan (Cowichan Valley),duncan,Revelstoke,revelstoke,465,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Richmond,richmond,60,TRUE,TRUE,8,8,7,3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, then SkyTrain.",3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Rossland,rossland,432,TRUE,TRUE,7,7,6,6,local-bus; ferry; skytrain; bus; local-bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, city bus, then city bus.",6,local-bus; ferry; skytrain; bus; local-bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Saanich,saanich,43,TRUE,TRUE,3,3,3,1,bus,BC Transit,48.4,,TRUE,"One city bus, straight through.",1,local-bus,BC Transit,50.4,
Duncan (Cowichan Valley),duncan,Salmo,salmo,471,TRUE,TRUE,9,9,8,5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then city bus.",5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Salmon Arm,salmon-arm,384,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Salt Spring Island,salt-spring-island,18,TRUE,TRUE,6,6,5,2,local-bus; ferry,BC Transit; BC Ferries,32.7,,TRUE,"City bus, then ferry.",2,local-bus; ferry,BC Transit; BC Ferries,32.7,
Duncan (Cowichan Valley),duncan,Saturna Island,saturna-island,37,TRUE,TRUE,7,7,7,3,local-bus; ferry; ferry,BC Transit; BC Ferries,77.7,,TRUE,"City bus, city bus, then ferry.",3,bus; local-bus; ferry,BC Transit; BC Ferries,110.6,
Duncan (Cowichan Valley),duncan,"Seattle, WA",seattle,165,TRUE,TRUE,7,7,6,3,local-bus; ferry; bus,BC Transit; Hullo; FlixBus (operated by MTRWestern),315.4,,TRUE,"City bus, ferry, then coach bus.",3,local-bus; ferry; bus,BC Transit; Hullo; FlixBus (operated by MTRWestern),315.4,
Duncan (Cowichan Valley),duncan,Sechelt,sechelt,78,TRUE,TRUE,4,4,3,5,local-bus; local-bus; ferry; ferry; bus,BC Transit; BC Ferries; Sunshine Coast Connector,143.2,,TRUE,"City bus, city bus, ferry, ferry, then coach bus.",5,local-bus; local-bus; ferry; ferry; bus,BC Transit; BC Ferries; Sunshine Coast Connector,143.2,
Duncan (Cowichan Valley),duncan,Shearwater,shearwater,487,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, then ferry.",4,local-bus; local-bus; rental-car; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,522.9,seasonal
Duncan (Cowichan Valley),duncan,Sicamous,sicamous,409,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Smithers,smithers,709,TRUE,TRUE,8,8,5,5,local-bus; ferry; skytrain; intercity-train; intercity-train,BC Transit; Hullo; TransLink; VIA Rail,,limited,FALSE,"City bus, city bus, rental car, ferry, then train.",5,local-bus; local-bus; rental-car; ferry; intercity-train,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries; VIA Rail,1075.2,limited
Duncan (Cowichan Valley),duncan,Sointula,sointula,315,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, city bus, then ferry.",5,local-bus; local-bus; rental-car; local-bus; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,396.2,limited
Duncan (Cowichan Valley),duncan,Sooke,sooke,44,TRUE,TRUE,3,3,3,2,bus; local-bus,BC Transit,79.1,,TRUE,"City bus, city bus, then city bus.",3,local-bus; local-bus; local-bus,BC Transit,76.2,limited
Duncan (Cowichan Valley),duncan,Sorrento,sorrento,383,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
