from_community,from_id,to_community,to_id,rank,bike_possible,scheduled_ground_only,boardings,modes,operators,journey_km,schedule_cautions,summary
Kelowna,kelowna,Nanaimo,nanaimo,7,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,Ebus; TransLink; TransLink (SeaBus); BC Ferries,,,"Coach bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Kelowna,kelowna,Nelson,nelson,1,TRUE,TRUE,2,bus; bus,Ebus; Mountain Man Mike's,568.1,limited,"Coach bus, then coach bus."
Kelowna,kelowna,Nelson,nelson,2,TRUE,TRUE,3,local-bus; local-bus; bus,BC Transit; Mountain Man Mike's,279.9,limited,"City bus, city bus, then coach bus."
Kelowna,kelowna,Nelson,nelson,3,TRUE,TRUE,3,local-bus; local-bus; bus,BC Transit; Mountain Man Mike's,300.4,limited,"City bus, city bus, then coach bus."
Kelowna,kelowna,Nelson,nelson,4,FALSE,TRUE,1,bus,Silver City Stagelines,243.8,limited,"One coach bus, straight through."
Kelowna,kelowna,New Hazelton,new-hazelton,1,TRUE,TRUE,3,bus; bus; bus,Ebus; BC Bus North (Tahltan NST Busing Ltd.),1030.1,limited,"Coach bus, coach bus, then coach bus."
Kelowna,kelowna,New Hazelton,new-hazelton,2,TRUE,TRUE,3,bus; bus; intercity-train,Ebus; VIA Rail,1017.6,limited,"Coach bus, coach bus, then train."
Kelowna,kelowna,New Hazelton,new-hazelton,3,TRUE,TRUE,3,bus; intercity-train; intercity-train,Ebus; VIA Rail,1576.1,limited,"Coach bus, train, then train."
Kelowna,kelowna,New Westminster,new-westminster,1,TRUE,TRUE,2,bus; skytrain,Ebus; TransLink,,,"Coach bus, then SkyTrain."
Kelowna,kelowna,New Westminster,new-westminster,2,TRUE,TRUE,4,bus; bus; local-bus; skytrain,Ebus; Rider Express; BC Transit; TransLink,,,"Coach bus, coach bus, city bus, then SkyTrain."
Kelowna,kelowna,New Westminster,new-westminster,3,TRUE,TRUE,4,bus; bus; local-bus; skytrain,Ebus; Rider Express; BC Transit; TransLink,,,"Coach bus, coach bus, city bus, then SkyTrain."
Kelowna,kelowna,North Cowichan (Chemainus & Crofton),north-cowichan,1,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Kelowna,kelowna,North Cowichan (Chemainus & Crofton),north-cowichan,2,TRUE,TRUE,7,bus; skytrain; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; TransLink; BC Ferries; BC Transit,,,"Coach bus, SkyTrain, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,North Cowichan (Chemainus & Crofton),north-cowichan,3,TRUE,TRUE,6,bus; skytrain; local-bus; bus; local-bus; local-bus,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Transit,,,"Coach bus, SkyTrain, city bus, coach bus, city bus, then city bus."
Kelowna,kelowna,North Cowichan (Chemainus & Crofton),north-cowichan,4,TRUE,TRUE,7,bus; skytrain; local-bus; ferry; local-bus; bus; local-bus,Ebus; TransLink; BC Ferries; BC Transit,,,"Coach bus, SkyTrain, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,North Cowichan (Chemainus & Crofton),north-cowichan,5,TRUE,TRUE,6,bus; skytrain; local-bus; bus; bus; local-bus,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Transit,,,"Coach bus, SkyTrain, city bus, coach bus, city bus, then city bus."
Kelowna,kelowna,North Cowichan (Chemainus & Crofton),north-cowichan,6,TRUE,FALSE,5,air; skytrain; air; local-bus; local-bus,Air Canada; TransLink; Harbour Air; BC Transit,,,"Plane, SkyTrain, plane, city bus, then city bus."
Kelowna,kelowna,North Vancouver,north-vancouver,1,TRUE,TRUE,3,bus; skytrain; ferry,Ebus; TransLink; TransLink (SeaBus),,,"Coach bus, SkyTrain, then SeaBus."
Kelowna,kelowna,North Vancouver,north-vancouver,2,TRUE,TRUE,4,bus; bus; local-bus; local-bus,Ebus; Rider Express; TransLink,343.3,,"Coach bus, coach bus, city bus, then city bus."
Kelowna,kelowna,North Vancouver,north-vancouver,3,TRUE,TRUE,4,bus; bus; local-bus; local-bus,Ebus; Rider Express; TransLink,501.4,,"Coach bus, coach bus, city bus, then city bus."
Kelowna,kelowna,North Vancouver,north-vancouver,4,TRUE,TRUE,4,bus; bus; local-bus; local-bus,Ebus; Rider Express; TransLink,501.5,,"Coach bus, coach bus, city bus, then city bus."
Kelowna,kelowna,North Vancouver,north-vancouver,5,TRUE,TRUE,4,bus; skytrain; bus; local-bus,Ebus; TransLink; Squamish Connector,,seasonal,"Coach bus, SkyTrain, coach bus, then city bus."
Kelowna,kelowna,Ocean Falls,ocean-falls,1,TRUE,FALSE,5,bus; skytrain; ferry; rental-car; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, then ferry."
Kelowna,kelowna,Ocean Falls,ocean-falls,2,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; ferry,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),911.5,limited,"Coach bus, coach bus, city bus, ferry, rental car, then ferry."
Kelowna,kelowna,Ocean Falls,ocean-falls,3,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; ferry,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),1069.6,limited,"Coach bus, coach bus, city bus, ferry, rental car, then ferry."
Kelowna,kelowna,Ocean Falls,ocean-falls,4,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; ferry,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),1069.7,limited,"Coach bus, coach bus, city bus, ferry, rental car, then ferry."
Kelowna,kelowna,Ocean Falls,ocean-falls,5,TRUE,FALSE,6,bus; skytrain; bus; ferry; rental-car; ferry,Ebus; TransLink; Squamish Connector; BC Ferries; National Car & Truck Rental (Vancouver Island),,limited; seasonal,"Coach bus, SkyTrain, coach bus, ferry, rental car, then ferry."
Kelowna,kelowna,Ocean Falls,ocean-falls,6,TRUE,TRUE,5,bus; bus; bus; ferry; ferry,Ebus; BC Bus North (Tahltan NST Busing Ltd.); BC Ferries,1912.1,limited,"Coach bus, coach bus, coach bus, ferry, then ferry."
Kelowna,kelowna,Oliver,oliver,1,TRUE,TRUE,2,local-bus; local-bus,BC Transit,85.6,limited,"City bus, then city bus."
Kelowna,kelowna,Osoyoos,osoyoos,1,TRUE,TRUE,2,local-bus; local-bus,BC Transit,103.1,limited,"City bus, then city bus."
Kelowna,kelowna,Parksville,parksville,1,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Kelowna,kelowna,Parksville,parksville,2,TRUE,TRUE,7,bus; bus; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; Rider Express; TransLink; BC Ferries; BC Transit,441.9,,"Coach bus, coach bus, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Parksville,parksville,3,TRUE,TRUE,7,bus; bus; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; Rider Express; TransLink; BC Ferries; BC Transit,600.0,,"Coach bus, coach bus, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Parksville,parksville,4,TRUE,TRUE,7,bus; bus; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; Rider Express; TransLink; BC Ferries; BC Transit,600.1,,"Coach bus, coach bus, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Parksville,parksville,5,TRUE,TRUE,7,bus; skytrain; bus; ferry; local-bus; local-bus; local-bus,Ebus; TransLink; Squamish Connector; BC Ferries; BC Transit,,seasonal,"Coach bus, SkyTrain, coach bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Pemberton,pemberton,1,TRUE,TRUE,4,bus; skytrain; bus; local-bus,Ebus; TransLink; YVR Skylynx; BC Transit,,,"Coach bus, SkyTrain, coach bus, then city bus."
Kelowna,kelowna,Pender Island,pender-island,1,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Kelowna,kelowna,Pender Island,pender-island,2,TRUE,TRUE,5,bus; skytrain; local-bus; bus; ferry,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Ferries,,,"Coach bus, SkyTrain, city bus, coach bus, then ferry."
Kelowna,kelowna,Penelakut Island,penelakut-island,1,TRUE,TRUE,7,bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; Hullo; BC Transit; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, city bus, city bus, city bus, then ferry."
Kelowna,kelowna,Penelakut Island,penelakut-island,2,TRUE,TRUE,9,bus; skytrain; local-bus; ferry; local-bus; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; BC Ferries; BC Transit,,limited,"Coach bus, SkyTrain, city bus, ferry, city bus, city bus, city bus, city bus, then ferry."
Kelowna,kelowna,Penelakut Island,penelakut-island,3,TRUE,TRUE,8,bus; skytrain; local-bus; bus; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Transit; BC Ferries,,limited,"Coach bus, SkyTrain, city bus, coach bus, city bus, city bus, city bus, then ferry."
Kelowna,kelowna,Penelakut Island,penelakut-island,4,TRUE,TRUE,9,bus; skytrain; local-bus; ferry; local-bus; bus; local-bus; local-bus; ferry,Ebus; TransLink; BC Ferries; BC Transit,,limited,"Coach bus, SkyTrain, city bus, ferry, city bus, city bus, city bus, city bus, then ferry."
Kelowna,kelowna,Penelakut Island,penelakut-island,5,TRUE,FALSE,7,air; skytrain; air; local-bus; local-bus; local-bus; ferry,Air Canada; TransLink; Harbour Air; BC Transit; BC Ferries,,limited,"Plane, SkyTrain, plane, city bus, city bus, city bus, then ferry."
Kelowna,kelowna,Penticton,penticton,1,TRUE,TRUE,1,local-bus,BC Transit,54.2,limited,"One city bus, straight through."
Kelowna,kelowna,Port Alberni,port-alberni,1,TRUE,FALSE,4,bus; skytrain; ferry; rental-car,Ebus; TransLink; Hullo; Budget,,,"Coach bus, SkyTrain, ferry, then rental car."
Kelowna,kelowna,Port Alberni,port-alberni,2,TRUE,TRUE,4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand,"Coach bus, SkyTrain, ferry, then carpool."
Kelowna,kelowna,Port Alberni,port-alberni,3,TRUE,FALSE,6,bus; bus; local-bus; ferry; local-bus; rental-car,Ebus; Rider Express; TransLink; BC Ferries; BC Transit; Budget,471.8,,"Coach bus, coach bus, city bus, ferry, city bus, then rental car."
Kelowna,kelowna,Port Alberni,port-alberni,4,TRUE,FALSE,6,bus; skytrain; bus; ferry; local-bus; rental-car,Ebus; TransLink; Squamish Connector; BC Ferries; BC Transit; Budget,,seasonal,"Coach bus, SkyTrain, coach bus, ferry, city bus, then rental car."
Kelowna,kelowna,Port Alberni,port-alberni,5,FALSE,TRUE,4,bus; skytrain; ferry; bus,Ebus; TransLink; Hullo; Island Link,,,"Coach bus, SkyTrain, ferry, then coach bus."
Kelowna,kelowna,Port Coquitlam,port-coquitlam,1,TRUE,TRUE,3,bus; skytrain; local-train,Ebus; TransLink; TransLink (West Coast Express),,limited,"Coach bus, SkyTrain, then train."
Kelowna,kelowna,Port Coquitlam,port-coquitlam,2,TRUE,TRUE,3,bus; local-bus; local-train,Ebus; BC Transit; TransLink (West Coast Express),311.8,limited,"Coach bus, city bus, then train."
Kelowna,kelowna,Port Hardy,port-hardy,1,TRUE,FALSE,4,bus; skytrain; ferry; rental-car,Ebus; TransLink; Hullo; Budget,,,"Coach bus, SkyTrain, ferry, then rental car."
Kelowna,kelowna,Port Hardy,port-hardy,2,TRUE,FALSE,5,bus; bus; local-bus; ferry; rental-car,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),710.6,,"Coach bus, coach bus, city bus, ferry, then rental car."
Kelowna,kelowna,Port Hardy,port-hardy,3,TRUE,FALSE,5,bus; bus; local-bus; ferry; rental-car,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),868.7,,"Coach bus, coach bus, city bus, ferry, then rental car."
Kelowna,kelowna,Port Hardy,port-hardy,4,TRUE,FALSE,5,bus; bus; local-bus; ferry; rental-car,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),868.8,,"Coach bus, coach bus, city bus, ferry, then rental car."
Kelowna,kelowna,Port Hardy,port-hardy,5,TRUE,FALSE,5,bus; skytrain; bus; ferry; rental-car,Ebus; TransLink; Squamish Connector; BC Ferries; National Car & Truck Rental (Vancouver Island),,seasonal,"Coach bus, SkyTrain, coach bus, ferry, then rental car."
Kelowna,kelowna,Port Hardy,port-hardy,6,TRUE,FALSE,7,bus; skytrain; ferry; local-bus; local-bus; ferry; rental-car,Ebus; TransLink; TransLink (SeaBus); BC Ferries; National Car & Truck Rental (Vancouver Island),,,"Coach bus, SkyTrain, SeaBus, city bus, city bus, ferry, then rental car."
Kelowna,kelowna,Port Hardy,port-hardy,7,TRUE,TRUE,4,bus; bus; bus; ferry,Ebus; BC Bus North (Tahltan NST Busing Ltd.); BC Ferries,1711.2,limited,"Coach bus, coach bus, coach bus, then ferry."
Kelowna,kelowna,Port McNeill,port-mcneill,1,TRUE,FALSE,5,bus; skytrain; ferry; rental-car; local-bus,Ebus; TransLink; Hullo; Budget; BC Transit,,limited,"Coach bus, SkyTrain, ferry, rental car, then city bus."
Kelowna,kelowna,Port McNeill,port-mcneill,2,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; local-bus,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,743.0,limited,"Coach bus, coach bus, city bus, ferry, rental car, then city bus."
Kelowna,kelowna,Port McNeill,port-mcneill,3,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; local-bus,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,901.2,limited,"Coach bus, coach bus, city bus, ferry, rental car, then city bus."
Kelowna,kelowna,Port McNeill,port-mcneill,4,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; local-bus,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,901.2,limited,"Coach bus, coach bus, city bus, ferry, rental car, then city bus."
Kelowna,kelowna,Port McNeill,port-mcneill,5,TRUE,FALSE,6,bus; skytrain; bus; ferry; rental-car; local-bus,Ebus; TransLink; Squamish Connector; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,,limited; seasonal,"Coach bus, SkyTrain, coach bus, ferry, rental car, then city bus."
Kelowna,kelowna,Port McNeill,port-mcneill,6,TRUE,FALSE,8,bus; skytrain; ferry; local-bus; local-bus; ferry; rental-car; local-bus,Ebus; TransLink; TransLink (SeaBus); BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,,limited,"Coach bus, SkyTrain, SeaBus, city bus, city bus, ferry, rental car, then city bus."
Kelowna,kelowna,Port McNeill,port-mcneill,7,TRUE,TRUE,5,bus; bus; bus; ferry; local-bus,Ebus; BC Bus North (Tahltan NST Busing Ltd.); BC Ferries; BC Transit,1744.1,limited,"Coach bus, coach bus, coach bus, ferry, then city bus."
Kelowna,kelowna,Port Moody,port-moody,1,TRUE,TRUE,2,bus; skytrain,Ebus; TransLink,,,"Coach bus, then SkyTrain."
Kelowna,kelowna,Port Moody,port-moody,2,TRUE,TRUE,4,bus; bus; local-bus; skytrain,Ebus; Rider Express; BC Transit; TransLink,,,"Coach bus, coach bus, city bus, then SkyTrain."
Kelowna,kelowna,Port Moody,port-moody,3,TRUE,TRUE,4,bus; bus; local-bus; skytrain,Ebus; Rider Express; BC Transit; TransLink,,,"Coach bus, coach bus, city bus, then SkyTrain."
Kelowna,kelowna,Port Renfrew,port-renfrew,1,FALSE,TRUE,4,bus; skytrain; ferry; bus,Ebus; TransLink; Hullo; West Coast Trail Express,,,"Coach bus, SkyTrain, ferry, then coach bus."
Kelowna,kelowna,Port Renfrew,port-renfrew,2,FALSE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; bus,Ebus; TransLink; BC Ferries; BC Transit; West Coast Trail Express,,,"Coach bus, SkyTrain, city bus, ferry, city bus, then coach bus."
Kelowna,kelowna,Powell River,powell-river,1,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,471.7,,"Coach bus, coach bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Powell River,powell-river,2,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,629.8,,"Coach bus, coach bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Powell River,powell-river,3,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,629.9,,"Coach bus, coach bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Powell River,powell-river,4,TRUE,TRUE,5,bus; skytrain; bus; ferry; bus,Ebus; TransLink; Squamish Connector; BC Ferries; Sunshine Coast Connector,,seasonal,"Coach bus, SkyTrain, coach bus, ferry, then coach bus."
Kelowna,kelowna,Powell River,powell-river,5,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Mountain Man Mike's; TransLink; BC Ferries; Sunshine Coast Connector,472.2,limited,"Coach bus, coach bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Powell River,powell-river,6,TRUE,TRUE,7,bus; skytrain; ferry; local-bus; local-bus; ferry; bus,Ebus; TransLink; TransLink (SeaBus); BC Ferries; Sunshine Coast Connector,,,"Coach bus, SkyTrain, SeaBus, city bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Prince George,prince-george,1,TRUE,TRUE,2,bus; bus,Ebus,644.5,limited,"Coach bus, then coach bus."
Kelowna,kelowna,Prince Rupert,prince-rupert,1,TRUE,TRUE,3,bus; bus; bus,Ebus; BC Bus North (Tahltan NST Busing Ltd.),1263.6,limited,"Coach bus, coach bus, then coach bus."
Kelowna,kelowna,Prince Rupert,prince-rupert,2,TRUE,TRUE,3,bus; bus; intercity-train,Ebus; VIA Rail,1235.5,limited,"Coach bus, coach bus, then train."
Kelowna,kelowna,Prince Rupert,prince-rupert,3,TRUE,TRUE,3,bus; intercity-train; intercity-train,Ebus; VIA Rail,1794.0,limited,"Coach bus, train, then train."
Kelowna,kelowna,Prince Rupert,prince-rupert,4,TRUE,FALSE,5,bus; skytrain; ferry; rental-car; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, then ferry."
Kelowna,kelowna,Princeton,princeton,1,TRUE,TRUE,2,local-bus; local-bus,BC Transit,147.2,limited,"City bus, then city bus."
Kelowna,kelowna,Princeton,princeton,2,TRUE,TRUE,2,bus; bus,Ebus; Mountain Man Mike's,302.0,limited,"Coach bus, then coach bus."
Kelowna,kelowna,Princeton,princeton,3,TRUE,TRUE,3,local-bus; local-bus; bus,BC Transit; Mountain Man Mike's,192.3,limited,"City bus, city bus, then coach bus."
Kelowna,kelowna,Quadra Island,quadra-island,1,TRUE,FALSE,5,bus; skytrain; ferry; rental-car; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,,"Coach bus, SkyTrain, ferry, rental car, then ferry."
Kelowna,kelowna,Quadra Island,quadra-island,2,TRUE,FALSE,6,bus; bus; local-bus; ferry; rental-car; ferry,Ebus; Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),542.6,,"Coach bus, coach bus, city bus, ferry, rental car, then ferry."
Kelowna,kelowna,Quadra Island,quadra-island,3,FALSE,TRUE,5,bus; skytrain; ferry; bus; ferry,Ebus; TransLink; Hullo; Island Link; BC Ferries,,,"Coach bus, SkyTrain, ferry, coach bus, then ferry."
Kelowna,kelowna,Qualicum Beach,qualicum-beach,1,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Kelowna,kelowna,Qualicum Beach,qualicum-beach,2,TRUE,TRUE,7,bus; bus; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; Rider Express; TransLink; BC Ferries; BC Transit,449.7,,"Coach bus, coach bus, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Qualicum Beach,qualicum-beach,3,TRUE,TRUE,7,bus; bus; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; Rider Express; TransLink; BC Ferries; BC Transit,607.8,,"Coach bus, coach bus, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Qualicum Beach,qualicum-beach,4,TRUE,TRUE,7,bus; bus; local-bus; ferry; local-bus; local-bus; local-bus,Ebus; Rider Express; TransLink; BC Ferries; BC Transit,607.9,,"Coach bus, coach bus, city bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Qualicum Beach,qualicum-beach,5,TRUE,TRUE,7,bus; skytrain; bus; ferry; local-bus; local-bus; local-bus,Ebus; TransLink; Squamish Connector; BC Ferries; BC Transit,,seasonal,"Coach bus, SkyTrain, coach bus, ferry, city bus, city bus, then city bus."
Kelowna,kelowna,Quesnel,quesnel,1,TRUE,TRUE,2,bus; bus,Ebus,538.7,limited,"Coach bus, then coach bus."
Kelowna,kelowna,Quesnel,quesnel,2,TRUE,TRUE,4,local-bus; bus; bus; bus,BC Transit; Ebus,538.9,limited,"City bus, coach bus, coach bus, then coach bus."
Kelowna,kelowna,Quesnel,quesnel,3,TRUE,TRUE,4,local-bus; bus; bus; bus,BC Transit; Ebus,539.3,limited,"City bus, coach bus, coach bus, then coach bus."
Kelowna,kelowna,Revelstoke,revelstoke,1,TRUE,TRUE,1,bus,Ebus,182.0,,"One coach bus, straight through."
Kelowna,kelowna,Revelstoke,revelstoke,2,TRUE,TRUE,3,local-bus; bus; bus,BC Transit; Ebus,182.1,,"City bus, coach bus, then coach bus."
Kelowna,kelowna,Revelstoke,revelstoke,3,TRUE,TRUE,3,local-bus; bus; bus,BC Transit; Ebus,182.5,,"City bus, coach bus, then coach bus."
Kelowna,kelowna,Richmond,richmond,1,TRUE,TRUE,2,bus; skytrain,Ebus; TransLink,,,"Coach bus, then SkyTrain."
Kelowna,kelowna,Richmond,richmond,2,TRUE,TRUE,4,bus; bus; local-bus; skytrain,Ebus; Rider Express; BC Transit; TransLink,,,"Coach bus, coach bus, city bus, then SkyTrain."
Kelowna,kelowna,Richmond,richmond,3,TRUE,TRUE,4,bus; bus; local-bus; skytrain,Ebus; Rider Express; BC Transit; TransLink,,,"Coach bus, coach bus, city bus, then SkyTrain."
Kelowna,kelowna,Rossland,rossland,1,TRUE,TRUE,4,bus; bus; local-bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,569.4,limited,"Coach bus, coach bus, city bus, then city bus."
Kelowna,kelowna,Rossland,rossland,2,TRUE,TRUE,5,local-bus; local-bus; bus; local-bus; local-bus,BC Transit; Mountain Man Mike's,281.3,limited,"City bus, city bus, coach bus, city bus, then city bus."
Kelowna,kelowna,Rossland,rossland,3,TRUE,TRUE,5,local-bus; local-bus; bus; local-bus; local-bus,BC Transit; Mountain Man Mike's,301.7,limited,"City bus, city bus, coach bus, city bus, then city bus."
Kelowna,kelowna,Rossland,rossland,4,FALSE,TRUE,3,bus; local-bus; local-bus,Silver City Stagelines; BC Transit,245.1,limited,"Coach bus, city bus, then city bus."
Kelowna,kelowna,Saanich,saanich,1,TRUE,TRUE,5,bus; skytrain; local-bus; ferry; local-bus,Ebus; TransLink; BC Ferries; BC Transit,,,"Coach bus, SkyTrain, city bus, ferry, then city bus."
Kelowna,kelowna,Saanich,saanich,2,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Kelowna,kelowna,Saanich,saanich,3,TRUE,TRUE,4,bus; skytrain; local-bus; bus,Ebus; TransLink; Wilson's Transportation (BC Connector),,,"Coach bus, SkyTrain, city bus, then coach bus."
Kelowna,kelowna,Saanich,saanich,4,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Kelowna,kelowna,Saanich,saanich,5,TRUE,TRUE,4,bus; skytrain; bus; bus,Ebus; TransLink; Whistler Shuttle; Wilson's Transportation (BC Connector),,,"Coach bus, SkyTrain, coach bus, then coach bus."
Kelowna,kelowna,Saanich,saanich,6,TRUE,FALSE,3,air; skytrain; air,Air Canada; TransLink; Harbour Air,,,"Plane, SkyTrain, then plane."
Kelowna,kelowna,Salmon Arm,salmon-arm,1,TRUE,TRUE,1,bus,Ebus,98.7,,"One coach bus, straight through."
Kelowna,kelowna,Salt Spring Island,salt-spring-island,1,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Kelowna,kelowna,Salt Spring Island,salt-spring-island,2,TRUE,TRUE,5,bus; skytrain; local-bus; ferry; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, ferry, then ferry."
Kelowna,kelowna,Salt Spring Island,salt-spring-island,3,TRUE,TRUE,5,bus; skytrain; local-bus; bus; ferry,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Ferries,,,"Coach bus, SkyTrain, city bus, coach bus, then ferry."
Kelowna,kelowna,Salt Spring Island,salt-spring-island,4,TRUE,FALSE,2,air; ferry,Pacific Coastal Airlines; BC Ferries,354.1,,"Plane, then ferry."
Kelowna,kelowna,Saturna Island,saturna-island,1,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Kelowna,kelowna,Saturna Island,saturna-island,2,TRUE,TRUE,5,bus; skytrain; local-bus; bus; ferry,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Ferries,,,"Coach bus, SkyTrain, city bus, coach bus, then ferry."
Kelowna,kelowna,Saturna Island,saturna-island,3,TRUE,FALSE,2,air; ferry,Pacific Coastal Airlines; BC Ferries,380.2,,"Plane, then ferry."
Kelowna,kelowna,"Seattle, WA",seattle,1,TRUE,TRUE,2,bus; intercity-train,Ebus; Amtrak Cascades,524.4,,"Coach bus, then train."
Kelowna,kelowna,"Seattle, WA",seattle,2,TRUE,TRUE,2,bus; bus,Ebus; FlixBus (operated by MTRWestern),535.2,,"Coach bus, then coach bus."
Kelowna,kelowna,"Seattle, WA",seattle,3,TRUE,TRUE,2,bus; bus,Ebus; Quick Shuttle (Quick Coach Lines / TRAXX),494.2,seasonal,"Coach bus, then coach bus."
Kelowna,kelowna,Sechelt,sechelt,1,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,390.4,,"Coach bus, coach bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Sechelt,sechelt,2,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,548.5,,"Coach bus, coach bus, city bus, ferry, then coach bus."
Kelowna,kelowna,Sechelt,sechelt,3,TRUE,TRUE,5,bus; bus; local-bus; ferry; bus,Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,548.6,,"Coach bus, coach bus, city bus, ferry, then coach bus."
